rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev,fg3_pct
24,24,30,2015-03-04,Notre Dame,@,Louisville,REG (Conf),W 71-59,,3,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2,1.7,A,1,1,austin-torres-1,Austin Torres,2015,notre-dame,
25,25,31,2015-03-07,Notre Dame,,Clemson,REG (Conf),W 81-67,,2,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,H,1,1,austin-torres-1,Austin Torres,2015,notre-dame,
26,26,32,2015-03-12,Notre Dame,N,Miami (FL),CTOURN,W 70-63,,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,N,1,0,austin-torres-1,Austin Torres,2015,notre-dame,
27,27,35,2015-03-19,Notre Dame,N,Northeastern,ROUND-64,W 69-65,,6,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,1,0,1,0,1,2,2.7,N,1,0,austin-torres-1,Austin Torres,2015,notre-dame,
1,38,1,2014-11-14,Louisville,N,Minnesota,REG (Non-Conf),W 81-68,*,31,7,11,0.636,0,0,7,11,0.636,0.636,4,6,0.667,1,5,6,4,4,0,0,4,18,19.7,N,1,1,terry-rozier-1,Terry Rozier,2015,louisville,
2,39,2,2014-11-17,Louisville,,Jacksonville State,REG (Non-Conf),W 88-39,*,22,5,7,0.714,1,2,4,5,0.8,0.786,2,4,0.5,2,2,4,1,2,1,3,1,13,11.3,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.5
3,40,3,2014-11-21,Louisville,,Marshall,REG (Non-Conf),W 85-67,*,35,5,16,0.313,0,2,5,14,0.357,0.313,7,9,0.778,4,1,5,3,0,0,3,1,17,8.8,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
4,41,4,2014-11-24,Louisville,,Savannah State,REG (Non-Conf),W 87-26,*,16,5,8,0.625,0,2,5,6,0.833,0.625,1,3,0.333,0,3,3,1,3,0,2,0,11,9.2,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
5,42,5,2014-11-26,Louisville,,Cleveland State,REG (Non-Conf),W 45-33,*,37,3,11,0.273,1,5,2,6,0.333,0.318,2,4,0.5,0,11,11,2,1,0,2,1,9,5.0,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.2
6,43,6,2014-12-02,Louisville,,Ohio State,REG (Non-Conf),W 64-55,*,35,3,11,0.273,2,7,1,4,0.25,0.364,3,4,0.75,1,6,7,7,3,1,5,2,11,9.4,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.286
7,44,7,2014-12-05,Louisville,,Florida International,REG (Non-Conf),W 82-57,,23,4,7,0.571,1,2,3,5,0.6,0.643,3,4,0.75,2,2,4,2,2,1,1,2,12,12.6,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.5
8,45,8,2014-12-09,Louisville,N,Indiana,REG (Non-Conf),W 94-74,*,37,8,17,0.471,5,8,3,9,0.333,0.618,5,8,0.625,3,3,6,1,1,0,1,1,26,19.4,N,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.625
9,46,9,2014-12-14,Louisville,,UNC Wilmington,REG (Non-Conf),W 68-57,*,35,8,17,0.471,0,4,8,13,0.615,0.471,3,4,0.75,1,3,4,0,3,0,2,1,19,12.1,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
10,47,10,2014-12-20,Louisville,@,Western Kentucky,REG (Non-Conf),W 76-67,*,38,9,16,0.563,3,6,6,10,0.6,0.656,11,13,0.846,1,4,5,0,3,0,4,0,32,24.5,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.5
11,48,11,2014-12-23,Louisville,,Cal State Northridge,REG (Non-Conf),W 80-55,*,27,5,9,0.556,1,3,4,6,0.667,0.611,5,5,1.0,2,4,6,5,1,0,3,3,16,14.6,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.333
12,49,12,2014-12-27,Louisville,,Kentucky,REG (Non-Conf),L 50-58,*,37,5,18,0.278,1,5,4,13,0.308,0.306,4,4,1.0,2,6,8,0,2,0,0,1,15,9.2,H,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.2
13,50,13,2014-12-30,Louisville,,Long Beach State,REG (Non-Conf),W 63-48,*,37,7,14,0.5,3,7,4,7,0.571,0.607,6,8,0.75,1,6,7,3,6,0,4,3,23,20.6,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.429
14,51,14,2015-01-04,Louisville,@,Wake Forest,REG (Conf),W 85-76,*,25,8,14,0.571,2,4,6,10,0.6,0.643,0,0,,0,2,2,0,1,0,2,5,18,9.0,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.5
15,52,15,2015-01-07,Louisville,,Clemson,REG (Conf),W 58-52,*,39,5,15,0.333,0,5,5,10,0.5,0.333,5,7,0.714,0,6,6,4,3,0,1,2,15,11.5,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
16,53,16,2015-01-10,Louisville,@,North Carolina,REG (Conf),L 71-72,*,37,10,21,0.476,1,7,9,14,0.643,0.5,4,4,1.0,2,3,5,5,3,0,1,1,25,21.7,A,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.143
17,54,17,2015-01-13,Louisville,,Virginia Tech,REG (Conf),W 78-63,*,19,6,12,0.5,4,6,2,6,0.333,0.667,0,0,,0,3,3,1,0,0,0,2,16,10.8,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.667
18,55,18,2015-01-17,Louisville,,Duke,REG (Conf),L 52-63,*,38,5,16,0.313,3,7,2,9,0.222,0.406,4,4,1.0,1,3,4,2,1,0,1,1,17,10.4,H,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.429
19,56,19,2015-01-25,Louisville,@,Pittsburgh,REG (Conf),W 80-68,*,39,10,16,0.625,2,4,8,12,0.667,0.688,4,5,0.8,1,4,5,6,1,0,5,2,26,19.7,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.5
20,57,20,2015-01-28,Louisville,@,Boston College,REG (Conf),W 81-72,*,37,9,15,0.6,2,2,7,13,0.538,0.667,3,4,0.75,0,5,5,5,2,0,0,4,23,21.1,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,1.0
21,58,21,2015-01-31,Louisville,,North Carolina,REG (Conf),W 78-68 (OT),*,43,6,20,0.3,2,7,4,13,0.308,0.35,8,12,0.667,4,6,10,1,2,1,3,1,22,13.4,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.286
22,59,22,2015-02-03,Louisville,@,Miami (FL),REG (Conf),W 63-55,*,38,8,17,0.471,2,8,6,9,0.667,0.529,4,5,0.8,0,6,6,0,3,0,2,1,22,15.3,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.25
23,60,23,2015-02-07,Louisville,@,Virginia,REG (Conf),L 47-52,*,37,5,16,0.313,0,3,5,13,0.385,0.313,6,7,0.857,1,4,5,5,1,0,4,3,16,7.6,A,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
24,61,24,2015-02-11,Louisville,,Pittsburgh,REG (Conf),W 69-56,*,38,6,16,0.375,0,1,6,15,0.4,0.375,10,10,1.0,2,8,10,3,0,1,2,2,22,17.0,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
25,62,25,2015-02-14,Louisville,,NC State,REG (Conf),L 65-74,*,24,3,11,0.273,1,1,2,10,0.2,0.318,0,0,,0,1,1,2,0,0,0,5,7,0.2,H,0,1,terry-rozier-1,Terry Rozier,2015,louisville,1.0
26,63,26,2015-02-18,Louisville,@,Syracuse,REG (Conf),L 59-69,*,40,6,18,0.333,3,7,3,11,0.273,0.417,2,3,0.667,0,5,5,3,0,0,2,0,17,8.0,A,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.429
27,64,27,2015-02-21,Louisville,,Miami (FL),REG (Conf),W 55-53,*,39,3,15,0.2,0,4,3,11,0.273,0.2,0,0,,1,6,7,2,3,0,2,1,6,1.2,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
28,65,28,2015-02-23,Louisville,@,Georgia Tech,REG (Conf),W 52-51,*,40,8,19,0.421,3,8,5,11,0.455,0.5,3,4,0.75,1,2,3,1,1,0,3,0,22,11.5,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.375
29,66,29,2015-02-28,Louisville,@,Florida State,REG (Conf),W 81-59,*,38,3,14,0.214,1,6,2,8,0.25,0.25,3,4,0.75,2,1,3,9,6,0,1,1,10,13.6,A,1,1,terry-rozier-1,Terry Rozier,2015,louisville,0.167
30,67,30,2015-03-04,Louisville,,Notre Dame,REG (Conf),L 59-71,*,38,4,15,0.267,0,4,4,11,0.364,0.267,3,4,0.75,2,2,4,5,2,0,3,2,11,5.4,H,0,1,terry-rozier-1,Terry Rozier,2015,louisville,0.0
31,68,31,2015-03-07,Louisville,,Virginia,REG (Conf),W 59-57,*,40,4,8,0.5,0,0,4,8,0.5,0.5,3,4,0.75,1,6,7,4,3,0,3,0,11,11.9,H,1,1,terry-rozier-1,Terry Rozier,2015,louisville,
32,69,32,2015-03-12,Louisville,N,North Carolina,CTOURN,L 60-70,*,38,6,20,0.3,1,8,5,12,0.417,0.325,7,8,0.875,1,2,3,2,2,0,4,2,20,7.9,N,0,0,terry-rozier-1,Terry Rozier,2015,louisville,0.125
33,70,33,2015-03-20,Louisville,N,UC Irvine,ROUND-64,W 57-55,*,39,5,10,0.5,1,4,4,6,0.667,0.55,1,1,1.0,1,2,3,5,1,0,4,1,12,8.4,N,1,0,terry-rozier-1,Terry Rozier,2015,louisville,0.25
34,71,34,2015-03-22,Louisville,N,Northern Iowa,ROUND-32,W 66-53,*,39,8,13,0.615,1,3,7,10,0.7,0.654,8,9,0.889,0,5,5,7,1,0,2,2,25,23.3,N,1,0,terry-rozier-1,Terry Rozier,2015,louisville,0.333
35,72,35,2015-03-27,Louisville,N,NC State,ROUND-16,W 75-65,*,40,6,15,0.4,1,3,5,12,0.417,0.433,4,4,1.0,1,13,14,4,1,0,1,2,17,15.5,N,1,0,terry-rozier-1,Terry Rozier,2015,louisville,0.333
36,73,36,2015-03-29,Louisville,N,Michigan State,ROUND-8,L 70-76 (OT),*,45,6,23,0.261,0,2,6,21,0.286,0.261,1,1,1.0,2,6,8,3,4,1,3,2,13,5.5,N,0,0,terry-rozier-1,Terry Rozier,2015,louisville,0.0
1,78,1,2014-11-14,Louisville,N,Minnesota,REG (Non-Conf),W 81-68,*,38,9,12,0.75,3,4,6,8,0.75,0.875,9,10,0.9,0,7,7,0,2,0,3,2,30,25.1,N,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.75
2,79,2,2014-11-17,Louisville,,Jacksonville State,REG (Non-Conf),W 88-39,*,24,6,12,0.5,0,3,6,9,0.667,0.5,3,5,0.6,4,3,7,1,0,0,0,1,15,12.2,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
3,80,3,2014-11-21,Louisville,,Marshall,REG (Non-Conf),W 85-67,*,24,4,7,0.571,0,2,4,5,0.8,0.571,4,7,0.571,2,6,8,1,0,1,1,4,12,9.5,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
4,81,4,2014-11-24,Louisville,,Savannah State,REG (Non-Conf),W 87-26,*,21,4,6,0.667,0,0,4,6,0.667,0.667,7,8,0.875,2,7,9,2,0,0,1,1,15,15.5,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
5,82,5,2014-11-26,Louisville,,Cleveland State,REG (Non-Conf),W 45-33,*,40,6,11,0.545,0,1,6,10,0.6,0.545,3,9,0.333,5,8,13,0,0,3,2,0,15,13.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
6,83,6,2014-12-02,Louisville,,Ohio State,REG (Non-Conf),W 64-55,*,34,5,8,0.625,0,2,5,6,0.833,0.625,3,8,0.375,6,4,10,2,2,1,3,4,13,12.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
7,84,7,2014-12-05,Louisville,,Florida International,REG (Non-Conf),W 82-57,*,33,6,9,0.667,0,1,6,8,0.75,0.667,1,3,0.333,3,9,12,3,1,2,5,2,13,11.8,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
8,85,8,2014-12-09,Louisville,N,Indiana,REG (Non-Conf),W 94-74,*,34,10,13,0.769,0,1,10,12,0.833,0.769,1,4,0.25,6,5,11,1,2,1,3,3,21,19.6,N,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
9,86,9,2014-12-14,Louisville,,UNC Wilmington,REG (Non-Conf),W 68-57,*,38,9,17,0.529,0,1,9,16,0.563,0.529,1,2,0.5,5,12,17,1,2,2,3,3,19,17.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
10,87,10,2014-12-20,Louisville,@,Western Kentucky,REG (Non-Conf),W 76-67,*,17,5,10,0.5,1,4,4,6,0.667,0.55,3,3,1.0,3,3,6,2,0,1,0,1,14,13.7,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.25
11,88,12,2014-12-27,Louisville,,Kentucky,REG (Non-Conf),L 50-58,*,40,4,9,0.444,0,1,4,8,0.5,0.444,1,3,0.333,6,2,8,0,2,1,2,3,9,7.8,H,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
12,89,13,2014-12-30,Louisville,,Long Beach State,REG (Non-Conf),W 63-48,*,35,7,11,0.636,0,1,7,10,0.7,0.636,2,2,1.0,0,3,3,2,2,1,4,2,16,11.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
13,90,14,2015-01-04,Louisville,@,Wake Forest,REG (Conf),W 85-76,*,38,9,14,0.643,2,3,7,11,0.636,0.714,5,8,0.625,3,10,13,0,0,1,0,2,25,22.6,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.667
14,91,15,2015-01-07,Louisville,,Clemson,REG (Conf),W 58-52,*,25,2,5,0.4,0,1,2,4,0.5,0.4,2,4,0.5,3,3,6,0,1,0,1,3,6,4.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
15,92,16,2015-01-10,Louisville,@,North Carolina,REG (Conf),L 71-72,*,38,4,10,0.4,0,0,4,10,0.4,0.4,1,2,0.5,3,2,5,1,1,1,3,2,9,4.5,A,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
16,93,17,2015-01-13,Louisville,,Virginia Tech,REG (Conf),W 78-63,*,26,4,7,0.571,1,2,3,5,0.6,0.643,2,2,1.0,4,4,8,3,0,3,1,2,11,14.1,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.5
17,94,18,2015-01-17,Louisville,,Duke,REG (Conf),L 52-63,*,38,4,10,0.4,0,2,4,8,0.5,0.4,2,2,1.0,3,11,14,1,1,1,1,3,10,10.2,H,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
18,95,19,2015-01-25,Louisville,@,Pittsburgh,REG (Conf),W 80-68,*,38,8,12,0.667,0,2,8,10,0.8,0.667,2,4,0.5,1,6,7,0,1,1,2,1,18,13.8,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
19,96,20,2015-01-28,Louisville,@,Boston College,REG (Conf),W 81-72,*,30,5,9,0.556,0,0,5,9,0.556,0.556,2,3,0.667,2,3,5,2,0,2,2,3,12,9.2,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
20,97,21,2015-01-31,Louisville,,North Carolina,REG (Conf),W 78-68 (OT),*,44,8,16,0.5,0,1,8,15,0.533,0.5,6,11,0.545,8,7,15,2,2,0,0,2,22,22.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
21,98,22,2015-02-03,Louisville,@,Miami (FL),REG (Conf),W 63-55,*,39,7,12,0.583,0,1,7,11,0.636,0.583,4,7,0.571,5,4,9,0,0,2,3,1,18,13.9,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
22,99,23,2015-02-07,Louisville,@,Virginia,REG (Conf),L 47-52,*,33,5,8,0.625,0,0,5,8,0.625,0.625,2,2,1.0,1,5,6,0,0,1,2,3,12,8.1,A,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
23,100,24,2015-02-11,Louisville,,Pittsburgh,REG (Conf),W 69-56,*,40,12,17,0.706,0,0,12,17,0.706,0.706,4,6,0.667,2,10,12,1,1,5,3,1,28,26.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
24,101,25,2015-02-14,Louisville,,NC State,REG (Conf),L 65-74,*,39,1,5,0.2,0,0,1,5,0.2,0.2,5,8,0.625,2,11,13,2,0,1,2,3,7,6.3,H,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
25,102,26,2015-02-18,Louisville,@,Syracuse,REG (Conf),L 59-69,*,40,6,10,0.6,0,1,6,9,0.667,0.6,3,9,0.333,4,5,9,3,2,1,1,4,15,14.5,A,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.0
26,103,27,2015-02-21,Louisville,,Miami (FL),REG (Conf),W 55-53,*,40,7,13,0.538,1,1,6,12,0.5,0.577,6,10,0.6,6,8,14,1,3,3,3,3,21,21.3,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,1.0
27,104,28,2015-02-23,Louisville,@,Georgia Tech,REG (Conf),W 52-51,*,38,4,12,0.333,0,0,4,12,0.333,0.333,0,2,0.0,2,6,8,1,3,0,3,1,8,3.9,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
28,105,29,2015-02-28,Louisville,@,Florida State,REG (Conf),W 81-59,*,36,8,10,0.8,0,0,8,10,0.8,0.8,0,2,0.0,0,4,4,1,1,1,2,2,16,12.2,A,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
29,106,30,2015-03-04,Louisville,,Notre Dame,REG (Conf),L 59-71,*,40,8,12,0.667,0,0,8,12,0.667,0.667,7,12,0.583,5,7,12,2,0,1,0,2,23,22.7,H,0,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
30,107,31,2015-03-07,Louisville,,Virginia,REG (Conf),W 59-57,*,37,7,14,0.5,1,2,6,12,0.5,0.536,5,6,0.833,3,9,12,3,2,1,4,3,20,17.0,H,1,1,montrezl-harrell-1,Montrezl Harrell,2015,louisville,0.5
31,108,32,2015-03-12,Louisville,N,North Carolina,CTOURN,L 60-70,*,36,6,12,0.5,0,0,6,12,0.5,0.5,2,4,0.5,4,8,12,1,1,0,3,2,14,10.3,N,0,0,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
32,109,33,2015-03-20,Louisville,N,UC Irvine,ROUND-64,W 57-55,*,38,3,8,0.375,0,0,3,8,0.375,0.375,2,2,1.0,2,2,4,1,0,0,2,2,8,3.5,N,1,0,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
33,110,34,2015-03-22,Louisville,N,Northern Iowa,ROUND-32,W 66-53,*,36,5,11,0.455,0,0,5,11,0.455,0.455,4,5,0.8,2,4,6,1,0,2,1,1,14,11.2,N,1,0,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
34,111,35,2015-03-27,Louisville,N,NC State,ROUND-16,W 75-65,*,40,9,12,0.75,0,0,9,12,0.75,0.75,6,7,0.857,0,7,7,4,0,1,1,1,24,23.0,N,1,0,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
35,112,36,2015-03-29,Louisville,N,Michigan State,ROUND-8,L 70-76 (OT),*,42,6,12,0.5,0,0,6,12,0.5,0.5,4,9,0.444,4,5,9,4,1,1,2,1,16,14.4,N,0,0,montrezl-harrell-1,Montrezl Harrell,2015,louisville,
1,91,1,2014-11-14,Louisville,N,Minnesota,REG (Non-Conf),W 81-68,*,20,1,4,0.25,1,3,0,1,0.0,0.375,4,5,0.8,2,2,4,1,0,0,3,4,7,2.3,N,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.333
2,92,2,2014-11-17,Louisville,,Jacksonville State,REG (Non-Conf),W 88-39,*,27,4,10,0.4,2,8,2,2,1.0,0.5,2,3,0.667,3,6,9,5,0,1,1,2,12,12.5,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
3,93,3,2014-11-21,Louisville,,Marshall,REG (Non-Conf),W 85-67,*,29,5,14,0.357,1,6,4,8,0.5,0.393,5,7,0.714,3,3,6,1,4,2,1,3,16,14.3,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.167
4,94,4,2014-11-24,Louisville,,Savannah State,REG (Non-Conf),W 87-26,*,29,5,8,0.625,2,4,3,4,0.75,0.75,1,2,0.5,1,4,5,2,3,0,0,1,13,14.9,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.5
5,95,5,2014-11-26,Louisville,,Cleveland State,REG (Non-Conf),W 45-33,*,34,2,9,0.222,1,6,1,3,0.333,0.278,3,4,0.75,1,4,5,0,0,0,1,3,8,1.8,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.167
6,96,6,2014-12-02,Louisville,,Ohio State,REG (Non-Conf),W 64-55,*,38,6,13,0.462,4,8,2,5,0.4,0.615,6,7,0.857,2,4,6,0,3,0,0,1,22,20.1,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.5
7,97,7,2014-12-05,Louisville,,Florida International,REG (Non-Conf),W 82-57,*,29,5,13,0.385,2,8,3,5,0.6,0.462,0,0,,2,4,6,2,4,0,1,1,12,11.5,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
8,98,8,2014-12-09,Louisville,N,Indiana,REG (Non-Conf),W 94-74,*,36,5,16,0.313,1,9,4,7,0.571,0.344,3,3,1.0,2,5,7,5,1,3,0,2,14,13.5,N,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.111
9,99,9,2014-12-14,Louisville,,UNC Wilmington,REG (Non-Conf),W 68-57,*,37,4,10,0.4,1,4,3,6,0.5,0.45,2,2,1.0,4,4,8,2,1,1,2,3,11,9.5,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
10,100,10,2014-12-20,Louisville,@,Western Kentucky,REG (Non-Conf),W 76-67,*,34,1,7,0.143,0,4,1,3,0.333,0.143,3,4,0.75,1,4,5,3,2,1,0,2,5,6.0,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.0
11,101,11,2014-12-23,Louisville,,Cal State Northridge,REG (Non-Conf),W 80-55,*,37,11,17,0.647,6,11,5,6,0.833,0.824,3,6,0.5,0,6,6,2,4,0,1,3,31,27.3,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.545
12,102,12,2014-12-27,Louisville,,Kentucky,REG (Non-Conf),L 50-58,*,35,2,9,0.222,0,2,2,7,0.286,0.222,6,9,0.667,0,1,1,0,2,0,3,4,10,1.0,H,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.0
13,103,13,2014-12-30,Louisville,,Long Beach State,REG (Non-Conf),W 63-48,*,35,3,6,0.5,1,4,2,2,1.0,0.583,5,6,0.833,0,7,7,1,1,2,3,3,12,9.6,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
14,104,14,2015-01-04,Louisville,@,Wake Forest,REG (Conf),W 85-76,*,20,1,3,0.333,1,1,0,2,0.0,0.5,1,2,0.5,0,1,1,0,1,0,0,3,4,2.0,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,1.0
15,105,15,2015-01-07,Louisville,,Clemson,REG (Conf),W 58-52,*,34,3,13,0.231,3,10,0,3,0.0,0.346,2,2,1.0,0,4,4,1,2,0,0,1,11,6.6,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.3
16,106,16,2015-01-10,Louisville,@,North Carolina,REG (Conf),L 71-72,*,31,3,8,0.375,2,5,1,3,0.333,0.5,2,2,1.0,0,4,4,0,1,0,0,1,10,7.4,A,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.4
17,107,17,2015-01-13,Louisville,,Virginia Tech,REG (Conf),W 78-63,*,24,6,10,0.6,3,7,3,3,1.0,0.75,0,0,,1,5,6,0,0,1,0,1,15,12.9,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.429
18,108,18,2015-01-17,Louisville,,Duke,REG (Conf),L 52-63,*,34,2,10,0.2,0,5,2,5,0.4,0.2,3,4,0.75,2,2,4,0,1,2,1,3,7,2.6,H,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.0
19,109,19,2015-01-25,Louisville,@,Pittsburgh,REG (Conf),W 80-68,*,26,2,4,0.5,1,2,1,2,0.5,0.625,1,2,0.5,0,2,2,2,0,0,0,5,6,3.6,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.5
20,110,20,2015-01-28,Louisville,@,Boston College,REG (Conf),W 81-72,*,28,1,7,0.143,1,4,0,3,0.0,0.214,7,7,1.0,0,1,1,0,1,0,0,2,10,6.0,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
21,111,21,2015-01-31,Louisville,,North Carolina,REG (Conf),W 78-68 (OT),*,28,1,5,0.2,1,4,0,1,0.0,0.3,0,0,,0,4,4,1,1,0,3,4,3,-1.8,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.25
22,112,22,2015-02-03,Louisville,@,Miami (FL),REG (Conf),W 63-55,*,35,3,5,0.6,1,3,2,2,1.0,0.7,0,0,,0,2,2,1,0,2,2,4,7,3.8,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.333
23,113,23,2015-02-07,Louisville,@,Virginia,REG (Conf),L 47-52,*,35,2,4,0.5,2,3,0,1,0.0,0.75,2,2,1.0,0,7,7,0,0,0,0,3,8,6.9,A,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.667
24,114,24,2015-02-11,Louisville,,Pittsburgh,REG (Conf),W 69-56,*,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,
25,115,25,2015-02-14,Louisville,,NC State,REG (Conf),L 65-74,*,36,7,10,0.7,4,6,3,4,0.75,0.9,1,1,1.0,1,3,4,1,0,0,0,2,19,16.3,H,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.667
26,116,26,2015-02-18,Louisville,@,Syracuse,REG (Conf),L 59-69,*,19,0,2,0.0,0,1,0,1,0.0,0.0,0,0,,0,0,0,1,0,0,2,5,0,-4.7,A,0,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.0
27,117,27,2015-02-21,Louisville,,Miami (FL),REG (Conf),W 55-53,*,31,3,8,0.375,1,3,2,5,0.4,0.438,3,4,0.75,2,1,3,2,0,2,1,2,10,7.9,H,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.333
28,118,28,2015-02-23,Louisville,@,Georgia Tech,REG (Conf),W 52-51,*,37,3,7,0.429,2,4,1,3,0.333,0.571,2,6,0.333,2,6,8,1,1,0,2,3,10,6.4,A,1,1,wayne-blackshear-1,Wayne Blackshear,2015,louisville,0.5
